word,n,prob
ayurfood,1,3.0543117719284313e-6
ayurveda,2,6.1086235438568626e-6
azoren,2,6.1086235438568626e-6
azzurra,1,3.0543117719284313e-6
b,10,3.0543117719284315e-5
baar,1,3.0543117719284313e-6
babcock,1,3.0543117719284313e-6
babel,1,3.0543117719284313e-6
babij,2,6.1086235438568626e-6
babis,5,1.5271558859642157e-5
baby,7,2.1380182403499018e-5
babyambulanz,1,3.0543117719284313e-6
babyboomer,3,9.162935315785295e-6
babyface,1,3.0543117719284313e-6
babylon,1,3.0543117719284313e-6
babylonischen,1,3.0543117719284313e-6
babylüge,1,3.0543117719284313e-6
babypink,1,3.0543117719284313e-6
babypuder,1,3.0543117719284313e-6
babys,21,6.414054721049705e-5
babysitter,1,3.0543117719284313e-6
babyskelette,1,3.0543117719284313e-6
bach,6,1.832587063157059e-5
bachab,3,9.162935315785295e-6
bachelet,2,6.1086235438568626e-6
bächen,1,3.0543117719284313e-6
bachmann,2,6.1086235438568626e-6
bachmeier,1,3.0543117719284313e-6
back,2,6.1086235438568626e-6
backen,1,3.0543117719284313e-6
bäcker,1,3.0543117719284313e-6
bäckerei,3,9.162935315785295e-6
bäckereien,1,3.0543117719284313e-6
backs,1,3.0543117719284313e-6
backstop,3,9.162935315785295e-6
backstops,2,6.1086235438568626e-6
backstreet,2,6.1086235438568626e-6
bäckt,1,3.0543117719284313e-6
bacsinszky,1,3.0543117719284313e-6
bad,7,2.1380182403499018e-5
badanstalt,1,3.0543117719284313e-6
badawi,1,3.0543117719284313e-6
badeferien,1,3.0543117719284313e-6
badehose,1,3.0543117719284313e-6
bademeisters,1,3.0543117719284313e-6
bademode,2,6.1086235438568626e-6
baden,13,3.970605303506961e-5
bader,5,1.5271558859642157e-5
bäder,2,6.1086235438568626e-6
badesaison,3,9.162935315785295e-6
badete,1,3.0543117719284313e-6
badeunfälle,1,3.0543117719284313e-6
badewanne,1,3.0543117719284313e-6
badezimmer,1,3.0543117719284313e-6
badi,2,6.1086235438568626e-6
badia,2,6.1086235438568626e-6
badmeister,1,3.0543117719284313e-6
badminton,2,6.1086235438568626e-6
badran,1,3.0543117719284313e-6
baer,1,3.0543117719284313e-6
baez,1,3.0543117719284313e-6
bag,3,9.162935315785295e-6
bagatellgrenze,1,3.0543117719284313e-6
bagatellisieren,2,6.1086235438568626e-6
bagdad,7,2.1380182403499018e-5
bagel,1,3.0543117719284313e-6
baggern,1,3.0543117719284313e-6
baghdad,1,3.0543117719284313e-6
baghdadi,6,1.832587063157059e-5
baghuz,2,6.1086235438568626e-6
bahamas,15,4.581467657892647e-5
bahlsen,2,6.1086235438568626e-6
bahn,22,6.71948589824255e-5
bahnbauten,1,3.0543117719284313e-6
bahnbrechende,5,1.5271558859642157e-5
bahnbrechenden,1,3.0543117719284313e-6
bahnchaos,1,3.0543117719284313e-6
bahnchef,1,3.0543117719284313e-6
bahnen,4,1.2217247087713725e-5
bahnfahren,1,3.0543117719284313e-6
bahnfahrt,1,3.0543117719284313e-6
bahnfonds,1,3.0543117719284313e-6
bahnhof,15,4.581467657892647e-5
bahnhöfe,2,6.1086235438568626e-6
bahnhöfen,4,1.2217247087713725e-5
bahnhofsbereich,1,3.0543117719284313e-6
bahnhofstrasse,18,5.4977611894711765e-5
bahnhofunterführung,1,3.0543117719284313e-6
bähnler,1,3.0543117719284313e-6
bahnlinie,1,3.0543117719284313e-6
bahnnetz,1,3.0543117719284313e-6
bahnprojekt,1,3.0543117719284313e-6
bahnreform,1,3.0543117719284313e-6
bahnsteigen,1,3.0543117719284313e-6
bahnt,4,1.2217247087713725e-5
bahnten,1,3.0543117719284313e-6
bahnunfall,1,3.0543117719284313e-6
bahnunfalls,1,3.0543117719284313e-6
bahnunterhalt,1,3.0543117719284313e-6
bahnverkehr,3,9.162935315785295e-6
bahnwaggons,1,3.0543117719284313e-6
bahrain,4,1.2217247087713725e-5
baht,2,6.1086235438568626e-6
bailey,2,6.1086235438568626e-6
baisse,1,3.0543117719284313e-6
bakary,1,3.0543117719284313e-6
baker,2,6.1086235438568626e-6
bakery,1,3.0543117719284313e-6
bakr,3,9.162935315785295e-6
bakterielle,1,3.0543117719284313e-6
bakterien,6,1.832587063157059e-5
bakteriengenom,1,3.0543117719284313e-6
baku,1,3.0543117719284313e-6
balad,1,3.0543117719284313e-6
balakow,1,3.0543117719284313e-6
balance,6,1.832587063157059e-5
balanceakt,1,3.0543117719284313e-6
balanciert,1,3.0543117719284313e-6
balboa,3,9.162935315785295e-6
bald,113,3.4513723022791277e-4
baldauf,1,3.0543117719284313e-6
baldige,3,9.162935315785295e-6
baldigem,2,6.1086235438568626e-6
baldigen,3,9.162935315785295e-6
baldiger,2,6.1086235438568626e-6
baldiges,2,6.1086235438568626e-6
baldwin,2,6.1086235438568626e-6
bale,1,3.0543117719284313e-6
balenciaga,4,1.2217247087713725e-5
balgrist,1,3.0543117719284313e-6
bali,1,3.0543117719284313e-6
balkan,10,3.0543117719284315e-5
balkanesische,1,3.0543117719284313e-6
balkanische,1,3.0543117719284313e-6
balkankriegen,1,3.0543117719284313e-6
balkanpolitik,1,3.0543117719284313e-6
balkanroute,1,3.0543117719284313e-6
balkanstaaten,2,6.1086235438568626e-6
balkany,1,3.0543117719284313e-6
balkon,2,6.1086235438568626e-6
balkrishna,3,9.162935315785295e-6
ball,4,1.2217247087713725e-5
ballade,1,3.0543117719284313e-6
ballast,1,3.0543117719284313e-6
ballbub,1,3.0543117719284313e-6
ballett,3,9.162935315785295e-6
ballettakademie,1,3.0543117719284313e-6
balletttänzer,1,3.0543117719284313e-6
ballettwelt,1,3.0543117719284313e-6
ballkünstler,1,3.0543117719284313e-6
ballon,3,9.162935315785295e-6
ballone,1,3.0543117719284313e-6
ballonen,1,3.0543117719284313e-6
ballons,1,3.0543117719284313e-6
ballot,1,3.0543117719284313e-6
balluun,2,6.1086235438568626e-6
bally,2,6.1086235438568626e-6
bâloise,2,6.1086235438568626e-6
balotelli,4,1.2217247087713725e-5
balsam,2,6.1086235438568626e-6
balsiger,2,6.1086235438568626e-6
baltensweiler,1,3.0543117719284313e-6
balthus,1,3.0543117719284313e-6
baltikum,2,6.1086235438568626e-6
baltimore,1,3.0543117719284313e-6
balz,1,3.0543117719284313e-6
balzaretti,2,6.1086235438568626e-6
balzli,1,3.0543117719284313e-6
bamberg,1,3.0543117719284313e-6
bán,2,6.1086235438568626e-6
banal,1,3.0543117719284313e-6
banalen,1,3.0543117719284313e-6
banalität,1,3.0543117719284313e-6
banalitäten,1,3.0543117719284313e-6
bananen,1,3.0543117719284313e-6
bananenrepublik,1,3.0543117719284313e-6
banca,1,3.0543117719284313e-6
banco,1,3.0543117719284313e-6
bancomat,1,3.0543117719284313e-6
bancomaten,1,3.0543117719284313e-6
band,11,3.359742949121275e-5
bandagen,2,6.1086235438568626e-6
bandar,1,3.0543117719284313e-6
bande,3,9.162935315785295e-6
bandenbetrug,1,3.0543117719284313e-6
bandgeschichte,1,3.0543117719284313e-6
bandit,2,6.1086235438568626e-6
bands,2,6.1086235438568626e-6
banff,1,3.0543117719284313e-6
bang,1,3.0543117719284313e-6
bangen,5,1.5271558859642157e-5
bangerter,2,6.1086235438568626e-6
banges,1,3.0543117719284313e-6
bängg,1,3.0543117719284313e-6
bangkok,3,9.162935315785295e-6
bangladesh,4,1.2217247087713725e-5
bangladeshs,2,6.1086235438568626e-6
bangt,3,9.162935315785295e-6
bangui,1,3.0543117719284313e-6
bangura,1,3.0543117719284313e-6
bank,87,2.6572512415777355e-4
bankangestellte,1,3.0543117719284313e-6
bankangestellten,1,3.0543117719284313e-6
bankangestellter,1,3.0543117719284313e-6
bankauszügen,1,3.0543117719284313e-6
bankautomaten,1,3.0543117719284313e-6
bankbesuchen,1,3.0543117719284313e-6
bankbranche,1,3.0543117719284313e-6
bankchef,2,6.1086235438568626e-6
banken,72,2.1991044757884706e-4
bankenabwicklung,1,3.0543117719284313e-6
bankenaufsicht,2,6.1086235438568626e-6
bankenchefs,1,3.0543117719284313e-6
bankeneingänge,1,3.0543117719284313e-6
bankenkoloss,1,3.0543117719284313e-6
bankenkrise,1,3.0543117719284313e-6
bankenmarkt,1,3.0543117719284313e-6
bankenplatz,3,9.162935315785295e-6
bankensektor,2,6.1086235438568626e-6
bankenstresstest,1,3.0543117719284313e-6
bankensystem,1,3.0543117719284313e-6
bankenszene,1,3.0543117719284313e-6
bankenunion,2,6.1086235438568626e-6
banker,11,3.359742949121275e-5
bankerin,1,3.0543117719284313e-6
bankers,5,1.5271558859642157e-5
bankgebühren,1,3.0543117719284313e-6
bankgeheimnis,4,1.2217247087713725e-5
bankgeheimnisses,4,1.2217247087713725e-5
bankgeschäft,1,3.0543117719284313e-6
bankhauses,1,3.0543117719284313e-6
bankier,1,3.0543117719284313e-6
bankiers,1,3.0543117719284313e-6
bankiersfamilie,1,3.0543117719284313e-6
bankiervereinigung,3,9.162935315785295e-6
banking,7,2.1380182403499018e-5
bankintern,1,3.0543117719284313e-6
bankkonten,3,9.162935315785295e-6
bankkonto,2,6.1086235438568626e-6
bankkontos,1,3.0543117719284313e-6
bankkrach,2,6.1086235438568626e-6
bankkredite,1,3.0543117719284313e-6
bankkunden,2,6.1086235438568626e-6
banklizenz,3,9.162935315785295e-6
banknote,1,3.0543117719284313e-6
banknoten,1,3.0543117719284313e-6
bankrat,1,3.0543117719284313e-6
bankräuber,1,3.0543117719284313e-6
bankrotten,1,3.0543117719284313e-6
banks,2,6.1086235438568626e-6
banksys,1,3.0543117719284313e-6
banlieue,1,3.0543117719284313e-6
banlieues,3,9.162935315785295e-6
bann,7,2.1380182403499018e-5
banne,1,3.0543117719284313e-6
banner,1,3.0543117719284313e-6
banners,1,3.0543117719284313e-6
bannockburn,1,3.0543117719284313e-6
bannon,2,6.1086235438568626e-6
bannons,1,3.0543117719284313e-6
bannstrahl,2,6.1086235438568626e-6
bano,1,3.0543117719284313e-6
banquier,1,3.0543117719284313e-6
banquiers,1,3.0543117719284313e-6
banville,1,3.0543117719284313e-6
baptist,1,3.0543117719284313e-6
baptisten,1,3.0543117719284313e-6
bar,14,4.2760364806998036e-5
bär,8,2.443449417542745e-5
barack,2,6.1086235438568626e-6
barak,1,3.0543117719284313e-6
barba,1,3.0543117719284313e-6
barbara,8,2.443449417542745e-5
barbareien,1,3.0543117719284313e-6
barbarin,1,3.0543117719284313e-6
barbarische,1,3.0543117719284313e-6
barbie,1,3.0543117719284313e-6
barça,5,1.5271558859642157e-5
barças,1,3.0543117719284313e-6
barcelona,25,7.635779429821078e-5
barcelonas,3,9.162935315785295e-6
bärchen,1,3.0543117719284313e-6
barclay,1,3.0543117719284313e-6
barclays,2,6.1086235438568626e-6
bardot,2,6.1086235438568626e-6
bären,1,3.0543117719284313e-6
barenboim,1,3.0543117719284313e-6
bärenjagd,2,6.1086235438568626e-6
barfuss,1,3.0543117719284313e-6
bärfuss,8,2.443449417542745e-5
barfussmedizin,1,3.0543117719284313e-6
barg,1,3.0543117719284313e-6
bargeld,4,1.2217247087713725e-5
bargeldbesitzern,1,3.0543117719284313e-6
bargeldes,1,3.0543117719284313e-6
bargeldlosen,1,3.0543117719284313e-6
bargelds,1,3.0543117719284313e-6
bari,2,6.1086235438568626e-6
bariton,1,3.0543117719284313e-6
barkhane,1,3.0543117719284313e-6
bärlauch,1,3.0543117719284313e-6
barlegende,1,3.0543117719284313e-6
barlevi,1,3.0543117719284313e-6
barley,1,3.0543117719284313e-6
barmherzig,1,3.0543117719284313e-6
barnabé,3,9.162935315785295e-6
barnes,2,6.1086235438568626e-6
barnetta,1,3.0543117719284313e-6
barneys,2,6.1086235438568626e-6
barnier,1,3.0543117719284313e-6
barock,1,3.0543117719284313e-6
barocke,2,6.1086235438568626e-6
barockzeit,1,3.0543117719284313e-6
barolo,1,3.0543117719284313e-6
barometer,5,1.5271558859642157e-5
baron,1,3.0543117719284313e-6
baroness,1,3.0543117719284313e-6
barr,9,2.7488805947355882e-5
barrage,5,1.5271558859642157e-5
barrick,1,3.0543117719284313e-6
barrier,3,9.162935315785295e-6
barrieren,1,3.0543117719284313e-6
barrikade,1,3.0543117719284313e-6
barrikaden,4,1.2217247087713725e-5
barron,1,3.0543117719284313e-6
barry,5,1.5271558859642157e-5
bars,3,9.162935315785295e-6
bartgeierpaare,1,3.0543117719284313e-6
barth,2,6.1086235438568626e-6
barthélémy,1,3.0543117719284313e-6
barthes,1,3.0543117719284313e-6
barths,1,3.0543117719284313e-6
bärtiger,1,3.0543117719284313e-6
bartoli,1,3.0543117719284313e-6
bärtsch,2,6.1086235438568626e-6
bärtschis,1,3.0543117719284313e-6
barty,2,6.1086235438568626e-6
barzahlung,1,3.0543117719284313e-6
baseball,5,1.5271558859642157e-5
baseballer,2,6.1086235438568626e-6
baseballliga,1,3.0543117719284313e-6
baseballspieler,2,6.1086235438568626e-6
baseballsport,2,6.1086235438568626e-6
basel,127,3.878975950349108e-4
baselbieter,4,1.2217247087713725e-5
baselbieterin,1,3.0543117719284313e-6
baselgia,1,3.0543117719284313e-6
baselland,1,3.0543117719284313e-6
baselworld,10,3.0543117719284315e-5
basen,1,3.0543117719284313e-6
basf,3,9.162935315785295e-6
bashar,1,3.0543117719284313e-6
bashing,1,3.0543117719284313e-6
bashir,7,2.1380182403499018e-5
bashirs,1,3.0543117719284313e-6
basics,1,3.0543117719284313e-6
basieren,1,3.0543117719284313e-6
basiert,2,6.1086235438568626e-6
basierte,2,6.1086235438568626e-6
basil,1,3.0543117719284313e-6
basilicata,1,3.0543117719284313e-6
basilikum,1,3.0543117719284313e-6
basis,22,6.71948589824255e-5
basische,1,3.0543117719284313e-6
basischen,1,3.0543117719284313e-6
basisdemokratie,1,3.0543117719284313e-6
basiseinkommen,1,3.0543117719284313e-6
basispunkte,2,6.1086235438568626e-6
basistunnel,1,3.0543117719284313e-6
basketball,9,2.7488805947355882e-5
basketballer,1,3.0543117719284313e-6
basketballers,1,3.0543117719284313e-6
basketballfeld,1,3.0543117719284313e-6
basketballklub,1,3.0543117719284313e-6
basketballs,1,3.0543117719284313e-6
basler,33,1.0079228847363824e-4
baslerin,1,3.0543117719284313e-6
bassekou,1,3.0543117719284313e-6
bassi,1,3.0543117719284313e-6
basteln,3,9.162935315785295e-6
bastian,2,6.1086235438568626e-6
bastille,3,9.162935315785295e-6
bastion,4,1.2217247087713725e-5
bastos,2,6.1086235438568626e-6
bat,2,6.1086235438568626e-6
bäte,3,9.162935315785295e-6
batik,2,6.1086235438568626e-6
batman,1,3.0543117719284313e-6
battaglia,1,3.0543117719284313e-6
batterie,7,2.1380182403499018e-5
batteriehersteller,1,3.0543117719284313e-6
batterieherstellung,1,3.0543117719284313e-6
batterien,10,3.0543117719284315e-5
batterierennen,1,3.0543117719284313e-6
batteriespeicher,1,3.0543117719284313e-6
batteriezellen,3,9.162935315785295e-6
batthyany,2,6.1086235438568626e-6
bättig,1,3.0543117719284313e-6
battisti,1,3.0543117719284313e-6
battle,2,6.1086235438568626e-6
bau,16,4.88689883508549e-5
bauarbeiter,3,9.162935315785295e-6
baubewilligung,1,3.0543117719284313e-6
baubewilligungen,1,3.0543117719284313e-6
bauboom,1,3.0543117719284313e-6
bauch,5,1.5271558859642157e-5
bauchemieaktivitäten,1,3.0543117719284313e-6
bauchgefühl,2,6.1086235438568626e-6
bäuchlings,1,3.0543117719284313e-6
bauchpinselt,1,3.0543117719284313e-6
bauchspeicheldrüse,2,6.1086235438568626e-6
baucontainern,1,3.0543117719284313e-6
baudelaires,1,3.0543117719284313e-6
baudenbacher,1,3.0543117719284313e-6
baudenkmäler,1,3.0543117719284313e-6
baudirektion,2,6.1086235438568626e-6
baudirektor,7,2.1380182403499018e-5
baudirektoren,1,3.0543117719284313e-6
bauen,21,6.414054721049705e-5
bauens,1,3.0543117719284313e-6
bauer,11,3.359742949121275e-5
bäuerchen,1,3.0543117719284313e-6
bauern,34,1.0384660024556667e-4
bauerndorfs,1,3.0543117719284313e-6
bauernfängerei,1,3.0543117719284313e-6
bauernhäusern,1,3.0543117719284313e-6
bauernhof,4,1.2217247087713725e-5
bauernhöfe,1,3.0543117719284313e-6
bauernopfer,1,3.0543117719284313e-6
bauernpräsident,2,6.1086235438568626e-6
bauernstammtisch,1,3.0543117719284313e-6
bauernverband,2,6.1086235438568626e-6
bauernverbands,1,3.0543117719284313e-6
bauernverbandsdirektor,1,3.0543117719284313e-6
baufirma,3,9.162935315785295e-6
baufirmen,1,3.0543117719284313e-6
baugenossenschaft,1,3.0543117719284313e-6
baugerüst,1,3.0543117719284313e-6
baugesuche,1,3.0543117719284313e-6
baugrube,1,3.0543117719284313e-6
bauhaus,10,3.0543117719284315e-5
bauhauses,1,3.0543117719284313e-6
bauholz,1,3.0543117719284313e-6
baukartell,2,6.1086235438568626e-6
baukartellen,1,3.0543117719284313e-6
baukasten,1,3.0543117719284313e-6
bauklötze,1,3.0543117719284313e-6
baukonzern,3,9.162935315785295e-6
baukunst,3,9.162935315785295e-6
baukünstlerischem,1,3.0543117719284313e-6
bauland,1,3.0543117719284313e-6
baulichen,2,6.1086235438568626e-6
baum,3,9.162935315785295e-6
baumängel,1,3.0543117719284313e-6
baumbestand,1,3.0543117719284313e-6
bäume,13,3.970605303506961e-5
baumeister,1,3.0543117719284313e-6
bäumen,1,3.0543117719284313e-6
baumgartner,5,1.5271558859642157e-5
bäumlein,1,3.0543117719284313e-6
baumonster,1,3.0543117719284313e-6
baumpflanzungen,1,3.0543117719284313e-6
baumreihen,1,3.0543117719284313e-6
baumwipfeln,1,3.0543117719284313e-6
baumwolle,2,6.1086235438568626e-6
baumwollsamen,1,3.0543117719284313e-6
bauplan,1,3.0543117719284313e-6
bauprojekt,3,9.162935315785295e-6
bauprojekte,1,3.0543117719284313e-6
baur,5,1.5271558859642157e-5
baurs,1,3.0543117719284313e-6
baustein,1,3.0543117719284313e-6
baustelle,4,1.2217247087713725e-5
baustellen,8,2.443449417542745e-5
bausünde,1,3.0543117719284313e-6
baut,39,1.1911815910520882e-4
baute,3,9.162935315785295e-6
bautechnisch,1,3.0543117719284313e-6
bauten,6,1.832587063157059e-5
bautista,3,9.162935315785295e-6
bauvorhaben,1,3.0543117719284313e-6
bauwerks,1,3.0543117719284313e-6
bauwirtschaft,1,3.0543117719284313e-6
bauzone,1,3.0543117719284313e-6
bauzonen,2,6.1086235438568626e-6
bayer,17,5.192330012278333e-5
bayerischen,1,3.0543117719284313e-6
bayern,69,2.1074751226306176e-4
bayerns,1,3.0543117719284313e-6
bayers,1,3.0543117719284313e-6
bayonne,1,3.0543117719284313e-6
bayreuther,1,3.0543117719284313e-6
bayrische,2,6.1086235438568626e-6
bayrou,1,3.0543117719284313e-6
bbc,3,9.162935315785295e-6
bdp,14,4.2760364806998036e-5
be,1,3.0543117719284313e-6
bea,1,3.0543117719284313e-6
beabsichtigten,1,3.0543117719284313e-6
beach,1,3.0543117719284313e-6
beachten,12,3.665174126314118e-5
beachtet,1,3.0543117719284313e-6
beachteten,1,3.0543117719284313e-6
beachtetes,1,3.0543117719284313e-6
beachtlich,3,9.162935315785295e-6
beachtlichen,1,3.0543117719284313e-6
beachtung,1,3.0543117719284313e-6
beachvolleyballern,1,3.0543117719284313e-6
beamte,7,2.1380182403499018e-5
beamten,4,1.2217247087713725e-5
beamter,2,6.1086235438568626e-6
beängstigenden,1,3.0543117719284313e-6
beanspruchen,3,9.162935315785295e-6
beansprucht,2,6.1086235438568626e-6
beanspruchten,1,3.0543117719284313e-6
beanstanden,1,3.0543117719284313e-6
beantragen,3,9.162935315785295e-6
beantragt,7,2.1380182403499018e-5
beantragte,1,3.0543117719284313e-6
beantworten,4,1.2217247087713725e-5
beantwortet,6,1.832587063157059e-5
bearbeiten,1,3.0543117719284313e-6
beat,7,2.1380182403499018e-5
beata,1,3.0543117719284313e-6
beate,1,3.0543117719284313e-6
beatles,2,6.1086235438568626e-6
beatrice,1,3.0543117719284313e-6
beatrix,1,3.0543117719284313e-6
beats,3,9.162935315785295e-6
beauftragen,1,3.0543117719284313e-6
beauftragt,2,6.1086235438568626e-6
beauftragte,2,6.1086235438568626e-6
beauftragten,1,3.0543117719284313e-6
beäugen,1,3.0543117719284313e-6
beäugt,1,3.0543117719284313e-6
beauté,1,3.0543117719284313e-6
beautiful,2,6.1086235438568626e-6
beauty,6,1.832587063157059e-5
beben,2,6.1086235438568626e-6
bebilderung,1,3.0543117719284313e-6
bebt,1,3.0543117719284313e-6
becher,2,6.1086235438568626e-6
beck,1,3.0543117719284313e-6
becken,1,3.0543117719284313e-6
beckenbauer,1,3.0543117719284313e-6
becker,1,3.0543117719284313e-6
beckers,1,3.0543117719284313e-6
beckett,4,1.2217247087713725e-5
beckhams,1,3.0543117719284313e-6
bed,1,3.0543117719284313e-6
bedacht,1,3.0543117719284313e-6
bedarf,2,6.1086235438568626e-6
bedauerlich,1,3.0543117719284313e-6
bedauert,2,6.1086235438568626e-6
bedecken,1,3.0543117719284313e-6
bedenken,6,1.832587063157059e-5
bedenklich,3,9.162935315785295e-6
bedenklichen,1,3.0543117719284313e-6
bedenklicher,1,3.0543117719284313e-6
bedenkzeit,1,3.0543117719284313e-6
bedeute,1,3.0543117719284313e-6
bedeuten,18,5.4977611894711765e-5
bedeutend,2,6.1086235438568626e-6
bedeutende,2,6.1086235438568626e-6
bedeutenden,4,1.2217247087713725e-5
bedeutender,2,6.1086235438568626e-6
bedeutendste,1,3.0543117719284313e-6
bedeutendsten,8,2.443449417542745e-5
bedeutet,52,1.5882421214027844e-4
bedeutete,2,6.1086235438568626e-6
bedeutsam,1,3.0543117719284313e-6
bedeutsame,1,3.0543117719284313e-6
bedeutsamem,1,3.0543117719284313e-6
bedeutung,22,6.71948589824255e-5
bedeutungsebenen,2,6.1086235438568626e-6
bedeutungslos,2,6.1086235438568626e-6
bedeutungslosigkeit,4,1.2217247087713725e-5
bedeutungsverlust,1,3.0543117719284313e-6
bedienen,1,3.0543117719284313e-6
bedient,2,6.1086235438568626e-6
bedingt,6,1.832587063157059e-5
bedingte,1,3.0543117719284313e-6
bedingten,2,6.1086235438568626e-6
bedingter,1,3.0543117719284313e-6
bedingung,1,3.0543117719284313e-6
bedingungen,12,3.665174126314118e-5
bedingungslos,1,3.0543117719284313e-6
bedingungslosen,1,3.0543117719284313e-6
bedingungsloses,1,3.0543117719284313e-6
bedrängen,3,9.162935315785295e-6
bedrängnis,6,1.832587063157059e-5
bedrängt,1,3.0543117719284313e-6
bedrängte,1,3.0543117719284313e-6
bedrohen,6,1.832587063157059e-5
bedrohlich,3,9.162935315785295e-6
bedrohliche,1,3.0543117719284313e-6
bedrohlicher,1,3.0543117719284313e-6
bedrohliches,1,3.0543117719284313e-6
bedrohlichsten,1,3.0543117719284313e-6
bedroht,32,9.77379767017098e-5
bedrohte,4,1.2217247087713725e-5
bedrohten,1,3.0543117719284313e-6
bedrohung,15,4.581467657892647e-5
bedrohungen,2,6.1086235438568626e-6
bedrohungslage,1,3.0543117719284313e-6
bedrückend,1,3.0543117719284313e-6
bedürfen,1,3.0543117719284313e-6
bedürfnis,1,3.0543117719284313e-6
bedürfnisse,2,6.1086235438568626e-6
bedürfnissen,2,6.1086235438568626e-6
bedürftige,1,3.0543117719284313e-6
beeindrucken,2,6.1086235438568626e-6
beeindruckende,1,3.0543117719284313e-6
beeindruckender,1,3.0543117719284313e-6
beeindruckt,2,6.1086235438568626e-6
beeinflussen,10,3.0543117719284315e-5
beeinflusst,5,1.5271558859642157e-5
beeinflussung,1,3.0543117719284313e-6
beeinflussungsversuche,1,3.0543117719284313e-6
beeinträchtigen,1,3.0543117719284313e-6
beeinträchtigt,4,1.2217247087713725e-5
beeinträchtigungen,1,3.0543117719284313e-6
beenden,13,3.970605303506961e-5
beendet,31,9.468366492978138e-5
beendigen,1,3.0543117719284313e-6
beendigung,2,6.1086235438568626e-6
beerben,5,1.5271558859642157e-5
beerbt,1,3.0543117719284313e-6
beerdigt,3,9.162935315785295e-6
beerdigten,1,3.0543117719284313e-6
beerdigung,3,9.162935315785295e-6
beere,1,3.0543117719284313e-6
beethoven,9,2.7488805947355882e-5
beethovens,1,3.0543117719284313e-6
befahren,1,3.0543117719284313e-6
befährt,2,6.1086235438568626e-6
befallen,1,3.0543117719284313e-6
befällt,1,3.0543117719284313e-6
befangen,1,3.0543117719284313e-6
befassen,2,6.1086235438568626e-6
befasst,4,1.2217247087713725e-5
befehden,3,9.162935315785295e-6
befehl,3,9.162935315785295e-6
befestigt,1,3.0543117719284313e-6
befeuern,3,9.162935315785295e-6
befeuert,8,2.443449417542745e-5
befiehlt,2,6.1086235438568626e-6
befinden,12,3.665174126314118e-5
befindet,11,3.359742949121275e-5
befleissigen,1,3.0543117719284313e-6
beflügeln,1,3.0543117719284313e-6
beflügelt,6,1.832587063157059e-5
befolgt,2,6.1086235438568626e-6
befördern,5,1.5271558859642157e-5
befördert,2,6.1086235438568626e-6
beförderte,1,3.0543117719284313e-6
befragt,6,1.832587063157059e-5
befragten,1,3.0543117719284313e-6
befragung,3,9.162935315785295e-6
befreien,11,3.359742949121275e-5
befreiend,1,3.0543117719284313e-6
befreier,1,3.0543117719284313e-6
befreit,11,3.359742949121275e-5
befreiung,4,1.2217247087713725e-5
befreiungskampf,2,6.1086235438568626e-6
befreiungsschlag,10,3.0543117719284315e-5
befreiungsschläge,1,3.0543117719284313e-6
befreiungstheologe,1,3.0543117719284313e-6
befremdlich,1,3.0543117719284313e-6
befriedigen,1,3.0543117719284313e-6
befristet,1,3.0543117719284313e-6
befristete,2,6.1086235438568626e-6
befruchtung,3,9.162935315785295e-6
befugnisse,1,3.0543117719284313e-6
befund,3,9.162935315785295e-6
befunde,3,9.162935315785295e-6
befunden,1,3.0543117719284313e-6
befürchten,12,3.665174126314118e-5
befürchtet,18,5.4977611894711765e-5
befürchteten,1,3.0543117719284313e-6
befürchtung,1,3.0543117719284313e-6
befürchtungen,6,1.832587063157059e-5
befürworten,2,6.1086235438568626e-6
befürworter,10,3.0543117719284315e-5
befürwortern,3,9.162935315785295e-6
befürwortet,5,1.5271558859642157e-5
begabte,1,3.0543117719284313e-6
begabten,1,3.0543117719284313e-6
begabung,2,6.1086235438568626e-6
begangen,6,1.832587063157059e-5
begann,20,6.108623543856863e-5
begannen,1,3.0543117719284313e-6
begegnen,6,1.832587063157059e-5
begegnet,3,9.162935315785295e-6
begegnete,1,3.0543117719284313e-6
begegneten,1,3.0543117719284313e-6
begegnung,8,2.443449417542745e-5
begegnungen,3,9.162935315785295e-6
begehen,7,2.1380182403499018e-5
begehren,6,1.832587063157059e-5
begehrlich,1,3.0543117719284313e-6
begehrt,5,1.5271558859642157e-5
begehrten,1,3.0543117719284313e-6
begehrter,1,3.0543117719284313e-6
begeht,5,1.5271558859642157e-5
begeistern,2,6.1086235438568626e-6
begeisternd,1,3.0543117719284313e-6
begeistert,15,4.581467657892647e-5
begeisterte,1,3.0543117719284313e-6
begeisterten,1,3.0543117719284313e-6
begeisterung,8,2.443449417542745e-5
beggli,1,3.0543117719284313e-6
begibt,4,1.2217247087713725e-5
begin,1,3.0543117719284313e-6
begingen,1,3.0543117719284313e-6
beginn,22,6.71948589824255e-5
beginnen,17,5.192330012278333e-5
beginnende,1,3.0543117719284313e-6
beginnenden,2,6.1086235438568626e-6
beginnt,60,1.8325870631570587e-4
beglaubigt,1,3.0543117719284313e-6
béglé,2,6.1086235438568626e-6
begleicht,1,3.0543117719284313e-6
begleiten,3,9.162935315785295e-6
begleiter,2,6.1086235438568626e-6
begleitet,7,2.1380182403499018e-5
begleitete,1,3.0543117719284313e-6
begleitung,1,3.0543117719284313e-6
beglichen,1,3.0543117719284313e-6
beglücken,2,6.1086235438568626e-6
beglückt,1,3.0543117719284313e-6
