word,n,prob
ballen,1,1.750902590285292e-6
ballerei,2,3.501805180570584e-6
ballerinas,1,1.750902590285292e-6
ballerinos,1,1.750902590285292e-6
ballermann,1,1.750902590285292e-6
ballern,1,1.750902590285292e-6
ballerorgien,1,1.750902590285292e-6
ballerspass,1,1.750902590285292e-6
ballert,1,1.750902590285292e-6
ballet,1,1.750902590285292e-6
ballgefühl,1,1.750902590285292e-6
balliet,3,5.2527077708558765e-6
ballin,1,1.750902590285292e-6
bälliz,1,1.750902590285292e-6
balljungen,1,1.750902590285292e-6
ballmädchen,2,3.501805180570584e-6
ballmoos,1,1.750902590285292e-6
ballon,8,1.4007220722282336e-5
ballone,2,3.501805180570584e-6
ballonfahrt,1,1.750902590285292e-6
ballonflug,1,1.750902590285292e-6
ballonpilot,1,1.750902590285292e-6
ballons,1,1.750902590285292e-6
balloon,1,1.750902590285292e-6
balls,19,3.326714921542055e-5
ballwechsel,1,1.750902590285292e-6
ballwiler,1,1.750902590285292e-6
balmain,1,1.750902590285292e-6
balmfluhköpfli,1,1.750902590285292e-6
baloise,1,1.750902590285292e-6
balotelli,10,1.750902590285292e-5
balsam,1,1.750902590285292e-6
balsthal,5,8.75451295142646e-6
balthasar,2,3.501805180570584e-6
balthus,3,5.2527077708558765e-6
baltimore,2,3.501805180570584e-6
baltisberger,3,5.2527077708558765e-6
balz,1,1.750902590285292e-6
balzpaare,1,1.750902590285292e-6
bambi,2,3.501805180570584e-6
bambus,2,3.501805180570584e-6
bambusbechern,1,1.750902590285292e-6
bambusrohren,1,1.750902590285292e-6
bamert,2,3.501805180570584e-6
banal,1,1.750902590285292e-6
banane,7,1.2256318131997045e-5
bananen,3,5.2527077708558765e-6
bananenschachteln,1,1.750902590285292e-6
banca,2,3.501805180570584e-6
bancomat,5,8.75451295142646e-6
bancomaten,8,1.4007220722282336e-5
band,43,7.528881138226755e-5
bandasee,1,1.750902590285292e-6
bande,18,3.151624662513526e-5
bände,1,1.750902590285292e-6
bändel,1,1.750902590285292e-6
bändeli,3,5.2527077708558765e-6
bandelt,1,1.750902590285292e-6
banden,2,3.501805180570584e-6
bänder,3,5.2527077708558765e-6
bändern,1,1.750902590285292e-6
bänderriss,1,1.750902590285292e-6
bänderverletzung,1,1.750902590285292e-6
bandgeschichte,1,1.750902590285292e-6
bandido,1,1.750902590285292e-6
bandidos,1,1.750902590285292e-6
bändigte,1,1.750902590285292e-6
banditen,2,3.501805180570584e-6
bandkollege,2,3.501805180570584e-6
bandkollegen,1,1.750902590285292e-6
bandkollegin,2,3.501805180570584e-6
bands,9,1.575812331256763e-5
bandscheibenvorfall,1,1.750902590285292e-6
bandwurm,3,5.2527077708558765e-6
bandwürmern,1,1.750902590285292e-6
bang,9,1.575812331256763e-5
bangen,11,1.9259928493138213e-5
bangkok,13,2.2761733673708796e-5
bangkoker,1,1.750902590285292e-6
bangladesch,1,1.750902590285292e-6
bangladesh,1,1.750902590285292e-6
bangladeshs,2,3.501805180570584e-6
bangt,3,5.2527077708558765e-6
bangte,1,1.750902590285292e-6
bangten,2,3.501805180570584e-6
bangura,1,1.750902590285292e-6
bank,48,8.404332433369402e-5
bankangestellte,1,1.750902590285292e-6
banken,15,2.6263538854279383e-5
bankenaufseher,1,1.750902590285292e-6
bankenbetrugs,1,1.750902590285292e-6
bankenplatz,1,1.750902590285292e-6
bankenvertretern,1,1.750902590285292e-6
banker,15,2.6263538854279383e-5
bankerlöhne,1,1.750902590285292e-6
bankern,1,1.750902590285292e-6
bankers,1,1.750902590285292e-6
bankerzoff,2,3.501805180570584e-6
bankfiliale,6,1.0505415541711753e-5
bankfilialen,1,1.750902590285292e-6
bankgebäude,1,1.750902590285292e-6
bankgebühren,1,1.750902590285292e-6
banking,8,1.4007220722282336e-5
bankkonten,1,1.750902590285292e-6
bankkonto,4,7.003610361141168e-6
bankkunden,3,5.2527077708558765e-6
bankleiter,1,1.750902590285292e-6
bänkli,3,5.2527077708558765e-6
banknoten,5,8.75451295142646e-6
banknotenserie,1,1.750902590285292e-6
banknotenserien,1,1.750902590285292e-6
bankomat,1,1.750902590285292e-6
bankomaten,1,1.750902590285292e-6
bankräuber,8,1.4007220722282336e-5
banks,1,1.750902590285292e-6
bankschalter,1,1.750902590285292e-6
banksy,10,1.750902590285292e-5
banküberfalls,1,1.750902590285292e-6
bankverein,3,5.2527077708558765e-6
bann,5,8.75451295142646e-6
banner,2,3.501805180570584e-6
bannhofs,1,1.750902590285292e-6
bannie,1,1.750902590285292e-6
bannier,1,1.750902590285292e-6
bansko,2,3.501805180570584e-6
bänziger,1,1.750902590285292e-6
bar,33,5.7779785479414635e-5
bär,20,3.501805180570584e-5
barack,4,7.003610361141168e-6
barandun,1,1.750902590285292e-6
barbados,1,1.750902590285292e-6
barbara,11,1.9259928493138213e-5
barber,4,7.003610361141168e-6
barbesitzer,1,1.750902590285292e-6
barbie,8,1.4007220722282336e-5
barblin,1,1.750902590285292e-6
barbra,1,1.750902590285292e-6
barça,41,7.178700620169697e-5
barças,2,3.501805180570584e-6
barcelona,60,1.0505415541711753e-4
barcelonas,6,1.0505415541711753e-5
barchetsee,1,1.750902590285292e-6
barclaycard,1,1.750902590285292e-6
bardo,1,1.750902590285292e-6
baregg,1,1.750902590285292e-6
bäregghütte,1,1.750902590285292e-6
barellas,1,1.750902590285292e-6
bären,13,2.2761733673708796e-5
bärenanlagen,1,1.750902590285292e-6
bärenfalle,1,1.750902590285292e-6
bärenfallen,1,1.750902590285292e-6
bärenjunge,1,1.750902590285292e-6
bärenjunges,1,1.750902590285292e-6
bärenland,1,1.750902590285292e-6
bärenmami,1,1.750902590285292e-6
bärenmutter,1,1.750902590285292e-6
bärenpark,3,5.2527077708558765e-6
bärenparks,1,1.750902590285292e-6
bärenstark,1,1.750902590285292e-6
bärenstarke,1,1.750902590285292e-6
bärenstarken,3,5.2527077708558765e-6
bares,2,3.501805180570584e-6
bäretswil,1,1.750902590285292e-6
barfest,1,1.750902590285292e-6
barfi,2,3.501805180570584e-6
barfuss,1,1.750902590285292e-6
barfüsserplatz,3,5.2527077708558765e-6
barfusslaufen,1,1.750902590285292e-6
bargeld,19,3.326714921542055e-5
bargeldbündel,1,1.750902590285292e-6
bargeldloses,1,1.750902590285292e-6
bargelds,1,1.750902590285292e-6
barham,1,1.750902590285292e-6
bari,3,5.2527077708558765e-6
barilla,2,3.501805180570584e-6
bärin,3,5.2527077708558765e-6
barkeeper,3,5.2527077708558765e-6
barkeeperin,2,3.501805180570584e-6
bärlauch,3,5.2527077708558765e-6
bärlauchsalats,1,1.750902590285292e-6
barmherzigen,1,1.750902590285292e-6
barna,1,1.750902590285292e-6
bärner,1,1.750902590285292e-6
barnetta,6,1.0505415541711753e-5
barnettas,1,1.750902590285292e-6
barocks,1,1.750902590285292e-6
barometer,1,1.750902590285292e-6
barr,1,1.750902590285292e-6
barrage,8,1.4007220722282336e-5
barrageplatz,1,1.750902590285292e-6
barren,1,1.750902590285292e-6
barrier,2,3.501805180570584e-6
barrieren,4,7.003610361141168e-6
barrikaden,5,8.75451295142646e-6
barrile,2,3.501805180570584e-6
barry,9,1.575812331256763e-5
barrymore,2,3.501805180570584e-6
bars,4,7.003610361141168e-6
barstreet,2,3.501805180570584e-6
bart,11,1.9259928493138213e-5
bärte,1,1.750902590285292e-6
bartenwal,1,1.750902590285292e-6
bartgeier,1,1.750902590285292e-6
barth,1,1.750902590285292e-6
bärtierchen,2,3.501805180570584e-6
bartl,1,1.750902590285292e-6
bärtsch,1,1.750902590285292e-6
bärtschi,5,8.75451295142646e-6
barty,4,7.003610361141168e-6
barzahlen,1,1.750902590285292e-6
bas,1,1.750902590285292e-6
basadinger,1,1.750902590285292e-6
basar,1,1.750902590285292e-6
basars,1,1.750902590285292e-6
baschi,3,5.2527077708558765e-6
base,1,1.750902590285292e-6
baseball,8,1.4007220722282336e-5
baseballschlägern,1,1.750902590285292e-6
basejumper,5,8.75451295142646e-6
basel,418,7.318772827392521e-4
baselbiet,14,2.451263626399409e-5
baselbieter,34,5.953068806969993e-5
baselbieterin,1,1.750902590285292e-6
baselbieters,2,3.501805180570584e-6
baseldeutschen,1,1.750902590285292e-6
baselland,9,1.575812331256763e-5
basellandschaftliche,2,3.501805180570584e-6
basellandschaftlichen,2,3.501805180570584e-6
basels,1,1.750902590285292e-6
baselstädtische,1,1.750902590285292e-6
baselworld,4,7.003610361141168e-6
basen,1,1.750902590285292e-6
bashar,2,3.501805180570584e-6
bashen,1,1.750902590285292e-6
bashing,2,3.501805180570584e-6
bashir,1,1.750902590285292e-6
bashkim,3,5.2527077708558765e-6
basht,1,1.750902590285292e-6
basic,1,1.750902590285292e-6
basics,1,1.750902590285292e-6
basieren,2,3.501805180570584e-6
basiert,3,5.2527077708558765e-6
basilika,2,3.501805180570584e-6
basilikum,3,5.2527077708558765e-6
basis,8,1.4007220722282336e-5
basiscamp,1,1.750902590285292e-6
basisdemokratie,1,1.750902590285292e-6
basistunnel,1,1.750902590285292e-6
basistunnels,1,1.750902590285292e-6
baskenland,1,1.750902590285292e-6
basketball,10,1.750902590285292e-5
basketballer,8,1.4007220722282336e-5
basketballerinnen,1,1.750902590285292e-6
basketballfeld,1,1.750902590285292e-6
basketballkorb,1,1.750902590285292e-6
basketballkünste,1,1.750902590285292e-6
basketballpionier,1,1.750902590285292e-6
basketballspiel,2,3.501805180570584e-6
basler,216,3.781949595016231e-4
baslerin,7,1.2256318131997045e-5
baslern,1,1.750902590285292e-6
bassersdorf,1,1.750902590285292e-6
bässlergut,2,3.501805180570584e-6
bastarde,1,1.750902590285292e-6
bastelbüro,1,1.750902590285292e-6
basteln,4,7.003610361141168e-6
bastelt,4,7.003610361141168e-6
basten,3,5.2527077708558765e-6
bastian,13,2.2761733673708796e-5
bastien,1,1.750902590285292e-6
bastion,4,7.003610361141168e-6
bastler,1,1.750902590285292e-6
bastyr,1,1.750902590285292e-6
bat,7,1.2256318131997045e-5
bataclan,1,1.750902590285292e-6
batailles,2,3.501805180570584e-6
bataillon,1,1.750902590285292e-6
batchelor,1,1.750902590285292e-6
baten,1,1.750902590285292e-6
bath,1,1.750902590285292e-6
bathmate,1,1.750902590285292e-6
batik,3,5.2527077708558765e-6
batiste,2,3.501805180570584e-6
batman,7,1.2256318131997045e-5
batmobil,1,1.750902590285292e-6
bätschi,2,3.501805180570584e-6
batteln,2,3.501805180570584e-6
batterie,8,1.4007220722282336e-5
batterieelektrische,1,1.750902590285292e-6
batteriegetriebenen,1,1.750902590285292e-6
batterien,8,1.4007220722282336e-5
batteriepreise,1,1.750902590285292e-6
battista,1,1.750902590285292e-6
battle,18,3.151624662513526e-5
battlefield,1,1.750902590285292e-6
battront,1,1.750902590285292e-6
bättwil,1,1.750902590285292e-6
batya,1,1.750902590285292e-6
batzen,3,5.2527077708558765e-6
bau,21,3.6768954395991136e-5
bauarbeiten,10,1.750902590285292e-5
bauarbeiter,10,1.750902590285292e-5
bauauflagen,1,1.750902590285292e-6
baubewilligung,1,1.750902590285292e-6
baubranche,1,1.750902590285292e-6
bauch,24,4.202166216684701e-5
bauchdecke,1,1.750902590285292e-6
bauchmuskeln,1,1.750902590285292e-6
bauchnabel,1,1.750902590285292e-6
bauchregion,1,1.750902590285292e-6
bauchspeicheldrüsenkrebs,1,1.750902590285292e-6
bauchstich,1,1.750902590285292e-6
bauchtasche,1,1.750902590285292e-6
bauchweh,1,1.750902590285292e-6
baud,2,3.501805180570584e-6
baudirektion,1,1.750902590285292e-6
bauen,23,4.0270759576561716e-5
bauer,45,7.879061656283815e-5
bauern,36,6.303249325027052e-5
bauernbetriebs,1,1.750902590285292e-6
bauernfamilie,1,1.750902590285292e-6
bauernhaus,3,5.2527077708558765e-6
bauernhauses,2,3.501805180570584e-6
bauernhof,15,2.6263538854279383e-5
bauernhöfen,2,3.501805180570584e-6
bauernopfer,1,1.750902590285292e-6
bauernpräsident,1,1.750902590285292e-6
bauernschulen,1,1.750902590285292e-6
bauernverband,3,5.2527077708558765e-6
baufirma,1,1.750902590285292e-6
baugerüst,3,5.2527077708558765e-6
baugesuch,2,3.501805180570584e-6
baugesuche,1,1.750902590285292e-6
baugewerbe,1,1.750902590285292e-6
baugrube,3,5.2527077708558765e-6
bauherr,1,1.750902590285292e-6
baukartell,3,5.2527077708558765e-6
baukran,2,3.501805180570584e-6
bauland,1,1.750902590285292e-6
baulärm,6,1.0505415541711753e-5
baule,1,1.750902590285292e-6
bauleiter,1,1.750902590285292e-6
baum,52,9.104693469483518e-5
baumängel,1,1.750902590285292e-6
baumann,2,3.501805180570584e-6
baumarkt,2,3.501805180570584e-6
baumaschine,2,3.501805180570584e-6
baumaschinenhersteller,1,1.750902590285292e-6
baumaschinenherstellers,1,1.750902590285292e-6
bäume,35,6.128159065998522e-5
baumeln,1,1.750902590285292e-6
baumelts,1,1.750902590285292e-6
bäumen,4,7.003610361141168e-6
baumfällarbeiten,2,3.501805180570584e-6
baumgartner,3,5.2527077708558765e-6
baumgefängnis,1,1.750902590285292e-6
baumhaus,7,1.2256318131997045e-5
baumhäuser,2,3.501805180570584e-6
baumhäusern,1,1.750902590285292e-6
baumhauses,1,1.750902590285292e-6
baumkrone,1,1.750902590285292e-6
baumkronen,1,1.750902590285292e-6
baumnüsse,2,3.501805180570584e-6
baumschmuck,1,1.750902590285292e-6
baumstamm,2,3.501805180570584e-6
baumstämme,1,1.750902590285292e-6
baumwollkleid,1,1.750902590285292e-6
bauplatz,1,1.750902590285292e-6
bauprofil,1,1.750902590285292e-6
bauprojekt,1,1.750902590285292e-6
baureihe,2,3.501805180570584e-6
baureihenchef,1,1.750902590285292e-6
baurekursgericht,1,1.750902590285292e-6
bauriesen,1,1.750902590285292e-6
bauruine,1,1.750902590285292e-6
bauschänzli,1,1.750902590285292e-6
baust,1,1.750902590285292e-6
baustein,1,1.750902590285292e-6
baustelle,34,5.953068806969993e-5
baustellen,7,1.2256318131997045e-5
baustil,1,1.750902590285292e-6
baustoffen,1,1.750902590285292e-6
baut,51,8.92960321045499e-5
baute,12,2.1010831083423506e-5
bauten,5,8.75451295142646e-6
bautista,5,8.75451295142646e-6
bauunternehmen,1,1.750902590285292e-6
bauunternehmer,1,1.750902590285292e-6
bauvorschriften,2,3.501805180570584e-6
bauwagen,1,1.750902590285292e-6
bauwerk,1,1.750902590285292e-6
bauwerke,2,3.501805180570584e-6
bauwerks,1,1.750902590285292e-6
bauzeit,3,5.2527077708558765e-6
bauzonen,1,1.750902590285292e-6
bauzug,2,3.501805180570584e-6
bavier,3,5.2527077708558765e-6
bay,2,3.501805180570584e-6
bayat,1,1.750902590285292e-6
bayer,7,1.2256318131997045e-5
bayern,177,3.099097584804967e-4
bayerns,11,1.9259928493138213e-5
bayram,1,1.750902590285292e-6
bays,2,3.501805180570584e-6
bayt,1,1.750902590285292e-6
baywatchboje,1,1.750902590285292e-6
bazar,3,5.2527077708558765e-6
bb,1,1.750902590285292e-6
bbc,9,1.575812331256763e-5
bdp,3,5.2527077708558765e-6
bdsm,1,1.750902590285292e-6
be,67,1.1731047354911457e-4
bea,1,1.750902590285292e-6
beabsichtigt,1,1.750902590285292e-6
beabsichtigte,1,1.750902590285292e-6
beach,12,2.1010831083423506e-5
beachsoccer,2,3.501805180570584e-6
beachten,23,4.0270759576561716e-5
beachtet,5,8.75451295142646e-6
beachtete,1,1.750902590285292e-6
beachtlich,2,3.501805180570584e-6
beachtlichem,1,1.750902590285292e-6
beachtliches,1,1.750902590285292e-6
beachvolley,3,5.2527077708558765e-6
beachvolleyball,3,5.2527077708558765e-6
beachvolleyballerinnen,1,1.750902590285292e-6
beackern,1,1.750902590285292e-6
beagle,1,1.750902590285292e-6
beam,2,3.501805180570584e-6
beamt,2,3.501805180570584e-6
beamte,16,2.8014441444564673e-5
beamten,15,2.6263538854279383e-5
beamter,5,8.75451295142646e-6
beamtin,2,3.501805180570584e-6
beängstigend,2,3.501805180570584e-6
beängstigende,1,1.750902590285292e-6
beängstigender,1,1.750902590285292e-6
beanspruchen,1,1.750902590285292e-6
beansprucht,1,1.750902590285292e-6
beanspruchte,1,1.750902590285292e-6
beanstandet,2,3.501805180570584e-6
beantragen,3,5.2527077708558765e-6
beantragt,9,1.575812331256763e-5
beantragte,4,7.003610361141168e-6
beantworte,4,7.003610361141168e-6
beantworten,9,1.575812331256763e-5
beantwortest,1,1.750902590285292e-6
beantwortet,28,4.902527252798818e-5
beantwortete,4,7.003610361141168e-6
bear,4,7.003610361141168e-6
bearbeiten,1,1.750902590285292e-6
bearbeitet,4,7.003610361141168e-6
bearbeitete,1,1.750902590285292e-6
bears,1,1.750902590285292e-6
beat,28,4.902527252798818e-5
beatbox,2,3.501805180570584e-6
beatboxt,1,1.750902590285292e-6
beatles,5,8.75451295142646e-6
beatmaking,1,1.750902590285292e-6
beatmet,1,1.750902590285292e-6
beatrice,11,1.9259928493138213e-5
beatrix,1,1.750902590285292e-6
beats,2,3.501805180570584e-6
beätu,2,3.501805180570584e-6
beatus,3,5.2527077708558765e-6
beatushöhlen,1,1.750902590285292e-6
beau,1,1.750902590285292e-6
beauftragt,2,3.501805180570584e-6
beauftragte,3,5.2527077708558765e-6
beauftragten,1,1.750902590285292e-6
beauthéac,1,1.750902590285292e-6
beauty,83,1.4532491499367925e-4
beauty3000,1,1.750902590285292e-6
beautybrand,1,1.750902590285292e-6
beautycase,1,1.750902590285292e-6
beautyhacks,1,1.750902590285292e-6
beautylabel,1,1.750902590285292e-6
beautylook,2,3.501805180570584e-6
beautyprodukt,1,1.750902590285292e-6
beautyprodukte,2,3.501805180570584e-6
beautysalon,1,1.750902590285292e-6
beautysalons,1,1.750902590285292e-6
beaver,1,1.750902590285292e-6
bebbi,1,1.750902590285292e-6
bebe,8,1.4007220722282336e-5
beben,9,1.575812331256763e-5
bebens,1,1.750902590285292e-6
bebracht,1,1.750902590285292e-6
bebt,3,5.2527077708558765e-6
bebte,1,1.750902590285292e-6
becca,1,1.750902590285292e-6
becerra,1,1.750902590285292e-6
becher,6,1.0505415541711753e-5
bechern,2,3.501805180570584e-6
bechers,1,1.750902590285292e-6
becken,2,3.501805180570584e-6
beckenbauer,3,5.2527077708558765e-6
beckenbauers,2,3.501805180570584e-6
beckenrand,1,1.750902590285292e-6
beckenried,1,1.750902590285292e-6
becker,5,8.75451295142646e-6
beckers,3,5.2527077708558765e-6
beckham,9,1.575812331256763e-5
beckhams,1,1.750902590285292e-6
beckinsale,3,5.2527077708558765e-6
beda,1,1.750902590285292e-6
bedacht,1,1.750902590285292e-6
bedanken,9,1.575812331256763e-5
bedankt,5,8.75451295142646e-6
bedankte,4,7.003610361141168e-6
bedarf,3,5.2527077708558765e-6
bedarfs,1,1.750902590285292e-6
bedauerlichen,1,1.750902590285292e-6
bedauern,2,3.501805180570584e-6
bedauert,4,7.003610361141168e-6
bedaure,1,1.750902590285292e-6
bedecken,1,1.750902590285292e-6
bedeckt,2,3.501805180570584e-6
bedenken,9,1.575812331256763e-5
bedenklich,3,5.2527077708558765e-6
bedenkliche,1,1.750902590285292e-6
bedeuten,13,2.2761733673708796e-5
bedeutend,2,3.501805180570584e-6
bedeutenden,1,1.750902590285292e-6
bedeutendes,1,1.750902590285292e-6
bedeutendste,2,3.501805180570584e-6
bedeutendsten,1,1.750902590285292e-6
bedeutet,47,8.229242174340873e-5
bedeutsame,1,1.750902590285292e-6
bedeutung,4,7.003610361141168e-6
bedeutungsverlust,1,1.750902590285292e-6
bedien,1,1.750902590285292e-6
bediene,1,1.750902590285292e-6
bedienen,2,3.501805180570584e-6
bedient,7,1.2256318131997045e-5
bediente,2,3.501805180570584e-6
bedienung,1,1.750902590285292e-6
bedingt,3,5.2527077708558765e-6
bedingte,4,7.003610361141168e-6
bedingten,6,1.0505415541711753e-5
bedingung,1,1.750902590285292e-6
bedingungen,17,2.9765344034849966e-5
bedrängen,1,1.750902590285292e-6
bedrängnis,3,5.2527077708558765e-6
bedrängt,7,1.2256318131997045e-5
bedrohe,1,1.750902590285292e-6
bedrohen,11,1.9259928493138213e-5
bedrohliche,1,1.750902590285292e-6
bedroht,58,1.0155235023654694e-4
bedrohte,8,1.4007220722282336e-5
bedrohten,4,7.003610361141168e-6
bedrohter,1,1.750902590285292e-6
bedrohung,9,1.575812331256763e-5
bedrohungen,1,1.750902590285292e-6
beduften,1,1.750902590285292e-6
bedürfnisse,1,1.750902590285292e-6
bedürfnissen,1,1.750902590285292e-6
bedürftige,1,1.750902590285292e-6
bedürftigen,2,3.501805180570584e-6
beef,2,3.501805180570584e-6
beeilen,2,3.501805180570584e-6
beeilung,1,1.750902590285292e-6
beeindrucken,3,5.2527077708558765e-6
beeindruckend,6,1.0505415541711753e-5
beeindruckende,4,7.003610361141168e-6
beeindruckenden,1,1.750902590285292e-6
beeindruckender,1,1.750902590285292e-6
beeindruckst,2,3.501805180570584e-6
beeindruckt,16,2.8014441444564673e-5
beeindruckte,2,3.501805180570584e-6
beeinflussen,13,2.2761733673708796e-5
beeinflusst,7,1.2256318131997045e-5
beeinträchtigt,3,5.2527077708558765e-6
beeinträchtigten,1,1.750902590285292e-6
beeinträchtigung,1,1.750902590285292e-6
beem,2,3.501805180570584e-6
beenden,17,2.9765344034849966e-5
beendet,46,8.054151915312343e-5
beendete,5,8.75451295142646e-6
beendeten,1,1.750902590285292e-6
beendigung,1,1.750902590285292e-6
beerben,2,3.501805180570584e-6
beerbt,1,1.750902590285292e-6
beerdigt,5,8.75451295142646e-6
beerdigung,10,1.750902590285292e-5
beere,1,1.750902590285292e-6
beeren,1,1.750902590285292e-6
beerpong,2,3.501805180570584e-6
beet,1,1.750902590285292e-6
beetle,2,3.501805180570584e-6
befahl,2,3.501805180570584e-6
befahrbar,5,8.75451295142646e-6
befahren,4,7.003610361141168e-6
befahrene,1,1.750902590285292e-6
befahrenen,1,1.750902590285292e-6
befall,3,5.2527077708558765e-6
befallen,5,8.75451295142646e-6
befallenen,1,1.750902590285292e-6
befällt,2,3.501805180570584e-6
befand,14,2.451263626399409e-5
befanden,8,1.4007220722282336e-5
befangen,2,3.501805180570584e-6
befassen,3,5.2527077708558765e-6
befasst,9,1.575812331256763e-5
befehlen,1,1.750902590285292e-6
befehligt,1,1.750902590285292e-6
befestigt,1,1.750902590285292e-6
befestigungen,1,1.750902590285292e-6
befeuert,1,1.750902590285292e-6
befiehlt,1,1.750902590285292e-6
befinden,26,4.552346734741759e-5
befindet,26,4.552346734741759e-5
befindliche,1,1.750902590285292e-6
befindliches,1,1.750902590285292e-6
befohlen,1,1.750902590285292e-6
befolgen,2,3.501805180570584e-6
befolgt,2,3.501805180570584e-6
befördern,2,3.501805180570584e-6
befördert,3,5.2527077708558765e-6
befragen,3,5.2527077708558765e-6
befragt,7,1.2256318131997045e-5
befragte,1,1.750902590285292e-6
befragten,5,8.75451295142646e-6
befragung,6,1.0505415541711753e-5
befragungen,2,3.501805180570584e-6
befreien,26,4.552346734741759e-5
befreiend,1,1.750902590285292e-6
befreier,1,1.750902590285292e-6
befreist,1,1.750902590285292e-6
befreit,19,3.326714921542055e-5
befreite,2,3.501805180570584e-6
befreiung,1,1.750902590285292e-6
befreiungsaktion,1,1.750902590285292e-6
befreiungsschlag,10,1.750902590285292e-5
befreundet,3,5.2527077708558765e-6
befreundeten,1,1.750902590285292e-6
befreundeter,1,1.750902590285292e-6
befriedigen,3,5.2527077708558765e-6
befriedigend,1,1.750902590285292e-6
befriedigst,1,1.750902590285292e-6
befriedigt,4,7.003610361141168e-6
befriedigter,1,1.750902590285292e-6
befriedigung,1,1.750902590285292e-6
befristete,1,1.750902590285292e-6
befruchtet,1,1.750902590285292e-6
befruchteten,1,1.750902590285292e-6
befruchtung,2,3.501805180570584e-6
befruchtungsklinik,1,1.750902590285292e-6
befüllt,2,3.501805180570584e-6
befunde,1,1.750902590285292e-6
befunden,4,7.003610361141168e-6
befürchte,1,1.750902590285292e-6
befürchten,11,1.9259928493138213e-5
befürchtet,12,2.1010831083423506e-5
befürchteten,1,1.750902590285292e-6
befürchtungen,2,3.501805180570584e-6
befürworten,1,1.750902590285292e-6
befürworter,6,1.0505415541711753e-5
befürwortet,6,1.0505415541711753e-5
begabte,1,1.750902590285292e-6
begabung,1,1.750902590285292e-6
begangen,10,1.750902590285292e-5
begann,16,2.8014441444564673e-5
begannen,2,3.501805180570584e-6
begasen,1,1.750902590285292e-6
begebe,1,1.750902590285292e-6
begeben,7,1.2256318131997045e-5
begegnen,2,3.501805180570584e-6
begegnest,2,3.501805180570584e-6
begegnet,6,1.0505415541711753e-5
begegnete,3,5.2527077708558765e-6
begegnung,8,1.4007220722282336e-5
begegnungen,3,5.2527077708558765e-6
begehen,1,1.750902590285292e-6
begehren,1,1.750902590285292e-6
begehrlichkeiten,2,3.501805180570584e-6
begehrt,4,7.003610361141168e-6
begehrte,2,3.501805180570584e-6
begehrten,5,8.75451295142646e-6
begehrter,1,1.750902590285292e-6
begehrtes,1,1.750902590285292e-6
begeht,4,7.003610361141168e-6
begeistern,11,1.9259928493138213e-5
begeisterst,1,1.750902590285292e-6
begeistert,52,9.104693469483518e-5
begeisterte,1,1.750902590285292e-6
begeisterten,1,1.750902590285292e-6
begeisterung,8,1.4007220722282336e-5
begg,2,3.501805180570584e-6
begibt,3,5.2527077708558765e-6
beging,7,1.2256318131997045e-5
beginn,17,2.9765344034849966e-5
beginnen,7,1.2256318131997045e-5
beginnt,46,8.054151915312343e-5
begins,1,1.750902590285292e-6
béglé,2,3.501805180570584e-6
begleichen,2,3.501805180570584e-6
begleiten,8,1.4007220722282336e-5
begleiter,8,1.4007220722282336e-5
begleiterin,2,3.501805180570584e-6
begleitet,17,2.9765344034849966e-5
begleitete,7,1.2256318131997045e-5
begleiteten,1,1.750902590285292e-6
begleitperson,1,1.750902590285292e-6
begleitschreiben,1,1.750902590285292e-6
begleitung,16,2.8014441444564673e-5
beglich,1,1.750902590285292e-6
beglitzern,1,1.750902590285292e-6
beglücken,1,1.750902590285292e-6
beglückwünschen,1,1.750902590285292e-6
begnadete,1,1.750902590285292e-6
begnadeten,1,1.750902590285292e-6
begnadeter,1,1.750902590285292e-6
begnadigt,1,1.750902590285292e-6
begnadigung,2,3.501805180570584e-6
begnügen,2,3.501805180570584e-6
begonnen,35,6.128159065998522e-5
begonnene,1,1.750902590285292e-6
begraben,15,2.6263538854279383e-5
begrabenes,2,3.501805180570584e-6
begräbnis,1,1.750902590285292e-6
begräbnisstätte,1,1.750902590285292e-6
begräbt,2,3.501805180570584e-6
begrapscht,3,5.2527077708558765e-6
begrenzen,1,1.750902590285292e-6
begrenzer,1,1.750902590285292e-6
begrenzt,1,1.750902590285292e-6
begrenzungsinitiative,5,8.75451295142646e-6
begriff,4,7.003610361141168e-6
begriffe,7,1.2256318131997045e-5
begriffen,1,1.750902590285292e-6
begrub,2,3.501805180570584e-6
begründen,1,1.750902590285292e-6
begründet,4,7.003610361141168e-6
begründete,1,1.750902590285292e-6
begründung,2,3.501805180570584e-6
begrüssen,3,5.2527077708558765e-6
begrüsst,7,1.2256318131997045e-5
begrüssten,2,3.501805180570584e-6
begrüssung,4,7.003610361141168e-6
begrüssungsabend,1,1.750902590285292e-6
begum,4,7.003610361141168e-6
begünstigen,4,7.003610361141168e-6
begünstigt,3,5.2527077708558765e-6
behaarten,3,5.2527077708558765e-6
behaartes,1,1.750902590285292e-6
behagen,1,1.750902590285292e-6
behält,5,8.75451295142646e-6
behalte,1,1.750902590285292e-6
behalten,11,1.9259928493138213e-5
behältern,1,1.750902590285292e-6
behaltet,1,1.750902590285292e-6
behältnissen,1,1.750902590285292e-6
behandelbar,2,3.501805180570584e-6
behandeln,9,1.575812331256763e-5
behandelnde,2,3.501805180570584e-6
